COUNTY,FIPS,SVPREC_KEY,ADDIST,CDDIST,TOTVOTE,DEMVOTE,REPVOTE,USPDEM01,USPREP01
1,06001,06001200100,14,12,256,0,0,172,53
1,06001,06001200100A,14,12,2804,0,0,2461,155
1,06001,06001200200,14,12,262,0,0,199,34
1,06001,06001200200A,14,12,1816,0,0,1572,111
1,06001,06001201400,14,12,283,0,0,217,32
1,06001,06001201400A,14,12,2782,0,0,2444,153
1,06001,06001202200,14,12,89,0,0,67,11
1,06001,06001202200A,14,12,343,0,0,285,23
1,06001,06001202500,14,12,394,0,0,299,53
1,06001,06001202500A,14,12,297,0,0,226,32
1,06001,06001202620,14,12,837,0,0,660,82
1,06001,06001202620A,14,12,290,0,0,242,27
1,06001,06001203100,14,12,140,0,0,106,17
1,06001,06001203100A,14,12,2178,0,0,1945,118
1,06001,06001203500,14,12,281,0,0,194,38
1,06001,06001203500A,14,12,1418,0,0,1215,93
1,06001,06001203800,14,12,196,0,0,158,15
1,06001,06001203800A,14,12,1742,0,0,1541,57
1,06001,06001203880,14,12,3,0,0,NA,NA
1,06001,06001203880A,14,12,25,0,0,21,0
1,06001,06001203890,14,12,0,0,0,0,0
1,06001,06001203890A,14,12,32,0,0,31,1
1,06001,06001204210,14,12,542,0,0,429,50
1,06001,06001204210A,14,12,1189,0,0,984,90
1,06001,06001204300,14,12,336,0,0,268,24
1,06001,06001204300A,14,12,1749,0,0,1535,58
1,06001,06001204900,14,12,461,0,0,355,32
1,06001,06001204900A,14,12,388,0,0,313,37
1,06001,06001205200,14,12,181,0,0,143,20
1,06001,06001205200A,14,12,3525,0,0,3134,167
1,06001,06001205700,14,12,225,0,0,182,21
1,06001,06001205700A,14,12,2966,0,0,2647,155
1,06001,06001206200,14,12,197,0,0,162,16
1,06001,06001206200A,14,12,1589,0,0,1386,67
1,06001,06001206900,14,12,185,0,0,146,22
1,06001,06001206900A,14,12,935,0,0,806,42
1,06001,06001207000,14,12,135,0,0,111,7
1,06001,06001207000A,14,12,1566,0,0,1404,63
1,06001,06001207200,14,12,208,0,0,174,18
1,06001,06001207200A,14,12,1855,0,0,1612,85
1,06001,06001207700,14,12,804,0,0,587,113
1,06001,06001207700A,14,12,1375,0,0,1077,132
1,06001,06001208010,14,12,275,0,0,223,28
1,06001,06001208010A,14,12,2615,0,0,2256,134
1,06001,06001208300,14,12,345,0,0,247,47
1,06001,06001208300A,14,12,2376,0,0,2038,97
1,06001,06001208510,14,12,331,0,0,260,25
1,06001,06001208510A,14,12,1519,0,0,1290,80
1,06001,06001208690,14,12,0,0,0,0,0
1,06001,06001208690A,14,12,25,0,0,24,1
1,06001,06001208800,14,12,167,0,0,128,19
1,06001,06001208800A,14,12,833,0,0,684,56
1,06001,06001208820,14,12,37,0,0,31,4
1,06001,06001208820A,14,12,272,0,0,230,15
1,06001,06001208900,14,12,115,0,0,89,5
1,06001,06001208900A,14,12,904,0,0,781,51
1,06001,06001209010,14,12,291,0,0,229,32
1,06001,06001209010A,14,12,2991,0,0,2580,132
1,06001,06001209310,14,12,362,0,0,283,38
1,06001,06001209310A,14,12,4276,0,0,3764,183
1,06001,06001209700,14,12,224,0,0,175,33
1,06001,06001209700A,14,12,1809,0,0,1528,118
1,06001,06001209900,14,12,536,0,0,426,63
1,06001,06001209900A,14,12,2815,0,0,2385,175
1,06001,06001213100,14,12,82,0,0,52,23
1,06001,06001213100A,14,12,874,0,0,738,84
1,06001,06001213500,14,12,182,0,0,141,28
1,06001,06001213500A,14,12,2528,0,0,2070,310
1,06001,06001213600,14,12,257,0,0,198,43
1,06001,06001213600A,14,12,3395,0,0,2921,291
1,06001,06001213920,14,12,3,0,0,NA,NA
1,06001,06001213920A,14,12,46,0,0,36,9
1,06001,06001214300,14,12,119,0,0,103,14
1,06001,06001214300A,14,12,1612,0,0,1381,151
1,06001,06001214600,14,12,188,0,0,149,22
1,06001,06001214600A,14,12,2762,0,0,2439,167
1,06001,06001215110,14,12,252,0,0,206,21
1,06001,06001215110A,14,12,2314,0,0,2064,70
1,06001,06001215400,14,12,106,0,0,81,10
1,06001,06001215400A,14,12,1066,0,0,921,58
1,06001,06001215500,14,12,269,0,0,222,25
1,06001,06001215500A,14,12,2971,0,0,2651,143
1,06001,06001215700,18,12,250,0,0,200,18
1,06001,06001215700A,18,12,2303,0,0,2006,82
1,06001,06001215800,18,12,231,0,0,189,18
1,06001,06001215800A,18,12,1257,0,0,1053,68
1,06001,06001223010,14,12,285,0,0,236,22
1,06001,06001223010A,14,12,3184,0,0,2812,136
1,06001,06001224000,18,12,202,0,0,164,23
1,06001,06001224000A,18,12,3610,0,0,3171,262
1,06001,06001224500,18,12,101,0,0,74,15
1,06001,06001224500A,18,12,1467,0,0,1251,110
1,06001,06001224600,18,12,123,0,0,95,20
1,06001,06001224600A,18,12,2024,0,0,1791,111
1,06001,06001224800,18,12,129,0,0,94,23
1,06001,06001224800A,18,12,1103,0,0,900,95
1,06001,06001225300,18,12,163,0,0,135,17
1,06001,06001225300A,18,12,1403,0,0,1207,82
1,06001,06001225710,18,12,242,0,0,180,36
1,06001,06001225710A,18,12,2415,0,0,2090,140
1,06001,06001225900,18,12,180,0,0,152,11
1,06001,06001225900A,18,12,2172,0,0,1904,123
1,06001,06001244000,14,12,171,0,0,137,25
1,06001,06001244000A,14,12,2474,0,0,2096,230
1,06001,06001244300,14,12,344,0,0,264,49
1,06001,06001244300A,14,12,4198,0,0,3641,348
1,06001,06001245000,18,12,114,0,0,85,18
1,06001,06001245000A,18,12,2087,0,0,1867,135
1,06001,06001245300,14,12,107,0,0,87,14
1,06001,06001245300A,14,12,1646,0,0,1390,179
1,06001,06001260100,14,12,409,0,0,298,73
1,06001,06001260100A,14,12,2655,0,0,2138,292
1,06001,06001261300,14,12,277,0,0,203,52
1,06001,06001261300A,14,12,2906,0,0,2445,261
1,06001,06001262000,14,12,306,0,0,238,51
1,06001,06001262000A,14,12,3330,0,0,2875,243
1,06001,06001280100,14,12,310,0,0,238,57
1,06001,06001280100A,14,12,3555,0,0,2924,415
1,06001,06001280700,14,12,280,0,0,175,85
1,06001,06001280700A,14,12,3395,0,0,2572,617
1,06001,06001300110,18,12,119,0,0,70,37
1,06001,06001300110A,18,12,1742,0,0,1154,400
1,06001,06001300130,18,12,166,0,0,93,59
1,06001,06001300130A,18,12,2235,0,0,1494,522
1,06001,06001300150,18,12,185,0,0,101,69
1,06001,06001300150A,18,12,3654,0,0,2619,729
1,06001,06001300300,18,12,239,0,0,155,64
1,06001,06001300300A,18,12,3228,0,0,2525,495
1,06001,06001301900,18,12,409,0,0,251,113
1,06001,06001301900A,18,12,3584,0,0,2780,547
1,06001,06001302200,18,12,315,0,0,216,78
1,06001,06001302200A,18,12,3837,0,0,3040,586
1,06001,06001302700,18,12,420,0,0,266,109
1,06001,06001302700A,18,12,2824,0,0,2166,408
1,06001,06001303800,18,12,436,0,0,256,136
1,06001,06001303800A,18,12,3199,0,0,2451,469
1,06001,06001304800,18,12,538,0,0,351,138
1,06001,06001304800A,18,12,3752,0,0,2904,551
1,06001,06001305110,18,12,395,0,0,259,106
1,06001,06001305110A,18,12,2732,0,0,2083,409
1,06001,06001305500,18,12,384,0,0,253,90
1,06001,06001305500A,18,12,2498,0,0,1926,379
1,06001,06001305700,18,12,343,0,0,216,93
1,06001,06001305700A,18,12,3310,0,0,2532,548
1,06001,06001310000,18,12,439,0,0,336,51
1,06001,06001310000A,18,12,2979,0,0,2526,155
1,06001,06001310120,18,12,3,0,0,NA,NA
1,06001,06001310120A,18,12,19,0,0,17,1
1,06001,06001310600,18,12,380,0,0,290,22
1,06001,06001310600A,18,12,2790,0,0,2426,102
1,06001,06001311400,18,12,360,0,0,287,25
1,06001,06001311400A,18,12,2847,0,0,2439,137
1,06001,06001323200,18,12,306,0,0,229,35
1,06001,06001323200A,18,12,2780,0,0,2281,210
1,06001,06001325100,18,12,438,0,0,339,42
1,06001,06001325100A,18,12,2940,0,0,2479,207
1,06001,06001325400,18,12,289,0,0,227,26
1,06001,06001325400A,18,12,2011,0,0,1713,126
1,06001,06001325600,18,12,320,0,0,243,39
1,06001,06001325600A,18,12,2275,0,0,1940,115
1,06001,06001333200,18,12,440,0,0,354,39
1,06001,06001333200A,18,12,2194,0,0,1796,195
1,06001,06001333210,18,12,39,0,0,28,8
1,06001,06001333210A,18,12,324,0,0,226,43
1,06001,06001333410,18,12,250,0,0,183,42
1,06001,06001333410A,18,12,2022,0,0,1589,272
1,06001,06001333460,18,12,59,0,0,48,8
1,06001,06001333460A,18,12,122,0,0,99,13
1,06001,06001333810,18,12,94,0,0,70,12
1,06001,06001333810A,18,12,803,0,0,589,113
1,06001,06001333900,18,12,168,0,0,128,21
1,06001,06001333900A,18,12,1012,0,0,733,158
1,06001,06001333910,18,12,176,0,0,126,34
1,06001,06001333910A,18,12,655,0,0,520,75
1,06001,06001334000,18,12,200,0,0,150,16
1,06001,06001334000A,18,12,1418,0,0,1066,156
1,06001,06001334510,18,12,23,0,0,16,5
1,06001,06001334510A,18,12,138,0,0,113,14
1,06001,06001334610,18,12,5,0,0,NA,NA
1,06001,06001334610A,18,12,36,0,0,26,3
1,06001,06001334800,18,12,217,0,0,148,44
1,06001,06001334800A,18,12,1290,0,0,1001,176
1,06001,06001335100,18,12,436,0,0,325,65
1,06001,06001335100A,18,12,1914,0,0,1587,137
1,06001,06001335110,18,12,22,0,0,18,1
1,06001,06001335110A,18,12,136,0,0,107,9
1,06001,06001335400,18,12,403,0,0,294,46
1,06001,06001335400A,18,12,1323,0,0,1072,108
1,06001,06001335700,18,12,362,0,0,302,26
1,06001,06001335700A,18,12,1438,0,0,1215,112
1,06001,06001335710,18,12,386,0,0,293,50
1,06001,06001335710A,18,12,1738,0,0,1462,123
1,06001,06001335810,18,12,13,0,0,11,1
1,06001,06001335810A,18,12,88,0,0,56,22
1,06001,06001336200,18,12,530,0,0,412,61
1,06001,06001336200A,18,12,2167,0,0,1815,158
1,06001,06001336610,18,12,426,0,0,306,58
1,06001,06001336610A,18,12,1444,0,0,1135,155
1,06001,06001336710,18,12,374,0,0,285,44
1,06001,06001336710A,18,12,1639,0,0,1314,133
1,06001,06001336900,18,12,201,0,0,159,26
1,06001,06001336900A,18,12,992,0,0,777,132
1,06001,06001344000,18,12,260,0,0,179,47
1,06001,06001344000A,18,12,1421,0,0,1087,187
1,06001,06001344200,18,12,197,0,0,146,32
1,06001,06001344200A,18,12,1975,0,0,1645,172
1,06001,06001344410,18,12,54,0,0,40,6
1,06001,06001344410A,18,12,666,0,0,594,41
1,06001,06001344700,18,12,97,0,0,70,19
1,06001,06001344700A,18,12,1729,0,0,1494,117
1,06001,06001345310,18,12,126,0,0,91,21
1,06001,06001345310A,18,12,560,0,0,471,38
1,06001,06001345320,18,12,3,0,0,NA,NA
1,06001,06001345320A,18,12,11,0,0,7,3
1,06001,06001345500,18,12,300,0,0,241,36
1,06001,06001345500A,18,12,2866,0,0,2377,234
1,06001,06001345700,18,12,121,0,0,95,18
1,06001,06001345700A,18,12,1773,0,0,1495,172
1,06001,06001345710,18,12,0,0,0,0,0
1,06001,06001345710A,18,12,87,0,0,68,15
1,06001,06001345900,18,12,145,0,0,101,36
1,06001,06001345900A,18,12,1734,0,0,1462,183
1,06001,06001346000,18,12,27,0,0,16,7
1,06001,06001346000A,18,12,348,0,0,258,54
1,06001,06001346100,18,12,186,0,0,116,44
1,06001,06001346100A,18,12,1357,0,0,1053,172
1,06001,06001347200,18,12,273,0,0,193,53
1,06001,06001347200A,18,12,1776,0,0,1408,203
1,06001,06001353310,18,12,251,0,0,184,33
1,06001,06001353310A,18,12,1852,0,0,1422,185
1,06001,06001353900,18,12,295,0,0,203,54
1,06001,06001353900A,18,12,2155,0,0,1662,280
1,06001,06001354100,18,12,84,0,0,58,12
1,06001,06001354100A,18,12,651,0,0,480,88
1,06001,06001354300,18,12,133,0,0,92,24
1,06001,06001354300A,18,12,727,0,0,526,135
1,06001,06001354400,18,12,209,0,0,137,43
1,06001,06001354400A,18,12,1311,0,0,911,258
1,06001,06001354700,18,12,269,0,0,176,54
1,06001,06001354700A,18,12,1230,0,0,856,242
1,06001,06001354910,18,12,217,0,0,146,42
1,06001,06001354910A,18,12,1682,0,0,1335,202
1,06001,06001355100,18,12,170,0,0,108,40
1,06001,06001355100A,18,12,1099,0,0,870,140
1,06001,06001356000,18,12,313,0,0,208,60
1,06001,06001356000A,18,12,2137,0,0,1588,348
1,06001,06001356410,18,12,211,0,0,136,53
1,06001,06001356410A,18,12,1036,0,0,718,214
1,06001,06001361000,18,12,74,0,0,47,15
1,06001,06001361000A,18,12,320,0,0,247,37
1,06001,06001361100,18,12,32,0,0,25,6
1,06001,06001361100A,18,12,157,0,0,127,16
1,06001,06001361130,18,12,109,0,0,72,24
1,06001,06001361130A,18,12,472,0,0,354,77
1,06001,06001361200,18,12,174,0,0,117,47
1,06001,06001361200A,18,12,535,0,0,398,87
1,06001,06001361500,18,12,639,0,0,427,151
1,06001,06001361500A,18,12,2121,0,0,1607,362
1,06001,06001362200,18,12,179,0,0,118,39
1,06001,06001362200A,18,12,869,0,0,681,112
1,06001,06001362220,18,12,2,0,0,NA,NA
1,06001,06001362220A,18,12,8,0,0,NA,NA
1,06001,06001362500,18,12,124,0,0,97,17
1,06001,06001362500A,18,12,408,0,0,335,47
1,06001,06001362510,18,12,129,0,0,94,20
1,06001,06001362510A,18,12,773,0,0,646,57
1,06001,06001362600,18,12,263,0,0,206,34
1,06001,06001362600A,18,12,2581,0,0,2240,141
1,06001,06001362800,18,12,167,0,0,130,23
1,06001,06001362800A,18,12,1229,0,0,1046,91
1,06001,06001363000,18,12,251,0,0,181,40
1,06001,06001363000A,18,12,1174,0,0,968,129
1,06001,06001363200,18,12,243,0,0,181,33
1,06001,06001363200A,18,12,1017,0,0,804,117
1,06001,06001364020,18,12,1,0,0,NA,NA
1,06001,06001364020A,18,12,5,0,0,NA,NA
1,06001,06001364200,18,12,48,0,0,35,13
1,06001,06001364200A,18,12,1087,0,0,884,152
1,06001,06001364310,18,12,216,0,0,145,48
1,06001,06001364310A,18,12,2232,0,0,1829,267
1,06001,06001364510,18,12,56,0,0,38,12
1,06001,06001364510A,18,12,714,0,0,610,69
1,06001,06001364600,18,12,139,0,0,95,23
1,06001,06001364600A,18,12,1009,0,0,844,87
1,06001,06001364800,18,12,143,0,0,112,17
1,06001,06001364800A,18,12,960,0,0,843,58
1,06001,06001365100,18,12,316,0,0,233,48
1,06001,06001365100A,18,12,2427,0,0,2096,154
1,06001,06001365200,18,12,264,0,0,179,50
1,06001,06001365200A,18,12,1227,0,0,1011,113
1,06001,06001373010,18,12,1,0,0,NA,NA
1,06001,06001373010A,18,12,1,0,0,NA,NA
1,06001,06001373030,18,12,0,0,0,0,0
1,06001,06001373030A,18,12,0,0,0,0,0
1,06001,06001373100,18,12,87,0,0,55,21
1,06001,06001373100A,18,12,375,0,0,266,73
1,06001,06001380300,18,12,418,0,0,321,51
1,06001,06001380300A,18,12,2015,0,0,1695,152
1,06001,06001380400,18,12,482,0,0,363,75
1,06001,06001380400A,18,12,2540,0,0,2084,252
1,06001,06001394100,18,14,0,0,0,0,0
1,06001,06001394100A,18,14,2,0,0,NA,NA
1,06001,06001394200,18,14,0,0,0,0,0
1,06001,06001394200A,18,14,2,0,0,NA,NA
1,06001,06001400100,18,12,45,0,0,28,14
1,06001,06001400100A,18,12,579,0,0,477,67
1,06001,06001400200,18,12,154,0,0,120,23
1,06001,06001400200A,18,12,1753,0,0,1499,143
1,06001,06001400300,18,12,156,0,0,129,19
1,06001,06001400300A,18,12,1517,0,0,1298,138
1,06001,06001401200,18,12,46,0,0,33,8
1,06001,06001401200A,18,12,235,0,0,192,30
1,06001,06001410500,18,12,536,0,0,381,106
1,06001,06001410500A,18,12,2446,0,0,1891,342
1,06001,06001410700,18,12,453,0,0,319,86
1,06001,06001410700A,18,12,2263,0,0,1826,251
1,06001,06001415300,18,12,199,0,0,139,39
1,06001,06001415300A,18,12,832,0,0,626,125
1,06001,06001415800,18,12,376,0,0,274,75
1,06001,06001415800A,18,12,1484,0,0,1136,224
1,06001,06001416220,18,12,0,0,0,0,0
1,06001,06001416220A,18,12,0,0,0,0,0
1,06001,06001420010,20,14,0,0,0,0,0
1,06001,06001420010A,20,14,0,0,0,0,0
1,06001,06001420030,20,14,8,0,0,NA,NA
1,06001,06001420030A,20,14,66,0,0,39,25
1,06001,06001420220,20,14,3,0,0,NA,NA
1,06001,06001420220A,20,14,17,0,0,16,1
1,06001,06001420240,20,14,0,0,0,0,0
1,06001,06001420240A,20,14,0,0,0,0,0
1,06001,06001420250,20,14,125,0,0,68,43
1,06001,06001420250A,20,14,692,0,0,464,183
1,06001,06001420300,20,14,12,0,0,7,3
1,06001,06001420300A,20,14,137,0,0,99,34
1,06001,06001420310,20,14,3,0,0,NA,NA
1,06001,06001420310A,20,14,17,0,0,7,10
1,06001,06001420320,20,14,0,0,0,0,0
1,06001,06001420320A,20,14,1,0,0,NA,NA
1,06001,06001420710,20,14,6,0,0,NA,NA
1,06001,06001420710A,20,14,28,0,0,16,8
1,06001,06001420800,20,14,38,0,0,19,14
1,06001,06001420800A,20,14,373,0,0,265,75
1,06001,06001420900,20,14,184,0,0,99,68
1,06001,06001420900A,20,14,1169,0,0,752,299
1,06001,06001421800,20,14,525,0,0,293,179
1,06001,06001421800A,20,14,2083,0,0,1376,514
1,06001,06001422000,20,14,342,0,0,175,126
1,06001,06001422000A,20,14,2577,0,0,1659,677
1,06001,06001422300,20,14,356,0,0,212,119
1,06001,06001422300A,20,14,2198,0,0,1500,495
1,06001,06001422600,20,14,399,0,0,209,138
1,06001,06001422600A,20,14,2816,0,0,1876,663
1,06001,06001422920,20,14,406,0,0,190,177
1,06001,06001422920A,20,14,2655,0,0,1713,675
1,06001,06001422940,20,14,0,0,0,0,0
1,06001,06001422940A,20,14,0,0,0,0,0
1,06001,06001423000,20,14,417,0,0,211,161
1,06001,06001423000A,20,14,2209,0,0,1412,602
1,06001,06001423710,20,14,296,0,0,154,108
1,06001,06001423710A,20,14,1695,0,0,1090,469
1,06001,06001423800,20,14,1,0,0,NA,NA
1,06001,06001423800A,20,14,2,0,0,NA,NA
1,06001,06001424200,20,14,3,0,0,NA,NA
1,06001,06001424200A,20,14,50,0,0,31,16
1,06001,06001424310,20,14,6,0,0,NA,NA
1,06001,06001424310A,20,14,20,0,0,8,11
1,06001,06001424510,20,14,22,0,0,14,7
1,06001,06001424510A,20,14,166,0,0,120,29
1,06001,06001424600,20,14,390,0,0,207,151
1,06001,06001424600A,20,14,1582,0,0,1128,359
1,06001,06001430010,20,14,0,0,0,0,0
1,06001,06001430010A,20,14,0,0,0,0,0
1,06001,06001430020,20,14,0,0,0,0,0
1,06001,06001430020A,20,14,0,0,0,0,0
1,06001,06001430100,20,14,31,0,0,14,11
1,06001,06001430100A,20,14,163,0,0,120,37
1,06001,06001430120,20,14,0,0,0,0,0
1,06001,06001430120A,20,14,0,0,0,0,0
1,06001,06001430130,20,14,0,0,0,0,0
1,06001,06001430130A,20,14,0,0,0,0,0
1,06001,06001430140,20,14,0,0,0,0,0
1,06001,06001430140A,20,14,0,0,0,0,0
1,06001,06001430150,20,14,0,0,0,0,0
1,06001,06001430150A,20,14,0,0,0,0,0
1,06001,06001430400,20,14,46,0,0,32,8
1,06001,06001430400A,20,14,316,0,0,226,69
1,06001,06001430420,20,14,0,0,0,0,0
1,06001,06001430420A,20,14,0,0,0,0,0
1,06001,06001430430,20,14,10,0,0,7,3
1,06001,06001430430A,20,14,67,0,0,43,22
1,06001,06001430500,20,14,0,0,0,0,0
1,06001,06001430500A,20,14,1,0,0,NA,NA
1,06001,06001430600,20,14,299,0,0,178,88
1,06001,06001430600A,20,14,1542,0,0,1131,278
1,06001,06001430700,20,14,30,0,0,17,11
1,06001,06001430700A,20,14,356,0,0,252,80
1,06001,06001430720,20,14,14,0,0,9,3
1,06001,06001430720A,20,14,126,0,0,88,31
1,06001,06001430800,20,14,119,0,0,90,22
1,06001,06001430800A,20,14,491,0,0,363,85
1,06001,06001430820,20,14,0,0,0,0,0
1,06001,06001430820A,20,14,0,0,0,0,0
1,06001,06001431100,20,14,151,0,0,78,60
1,06001,06001431100A,20,14,948,0,0,683,199
1,06001,06001431110,20,14,1,0,0,NA,NA
1,06001,06001431110A,20,14,11,0,0,10,1
1,06001,06001431120,20,14,2,0,0,NA,NA
1,06001,06001431120A,20,14,1,0,0,NA,NA
1,06001,06001431300,20,14,7,0,0,NA,NA
1,06001,06001431300A,20,14,78,0,0,47,23
1,06001,06001431500,20,14,15,0,0,10,4
1,06001,06001431500A,20,14,130,0,0,89,28
1,06001,06001431610,20,14,2,0,0,NA,NA
1,06001,06001431610A,20,14,30,0,0,23,5
1,06001,06001431700,20,14,15,0,0,8,6
1,06001,06001431700A,20,14,147,0,0,96,35
1,06001,06001431730,20,14,7,0,0,NA,NA
1,06001,06001431730A,20,14,56,0,0,30,18
1,06001,06001431800,20,14,136,0,0,78,46
1,06001,06001431800A,20,14,885,0,0,596,221
1,06001,06001432100,20,14,401,0,0,231,134
1,06001,06001432100A,20,14,2193,0,0,1531,472
1,06001,06001432200,20,14,561,0,0,317,197
1,06001,06001432200A,20,14,3079,0,0,2062,790
1,06001,06001432600,20,14,403,0,0,213,152
1,06001,06001432600A,20,14,2230,0,0,1485,560
1,06001,06001432810,20,14,535,0,0,317,173
1,06001,06001432810A,20,14,2454,0,0,1690,569
1,06001,06001432900,20,14,474,0,0,273,160
1,06001,06001432900A,20,14,2539,0,0,1703,630
1,06001,06001433200,20,14,421,0,0,263,123
1,06001,06001433200A,20,14,1444,0,0,1011,316
1,06001,06001433400,20,14,235,0,0,134,87
1,06001,06001433400A,20,14,2223,0,0,1543,497
1,06001,06001433630,20,14,93,0,0,45,42
1,06001,06001433630A,20,14,888,0,0,578,241
1,06001,06001433650,20,14,0,0,0,0,0
1,06001,06001433650A,20,14,0,0,0,0,0
1,06001,06001433800,20,14,44,0,0,19,23
1,06001,06001433800A,20,14,554,0,0,364,137
1,06001,06001438120,20,14,0,0,0,0,0
1,06001,06001438120A,20,14,0,0,0,0,0
1,06001,06001438130,20,14,0,0,0,0,0
1,06001,06001438130A,20,14,0,0,0,0,0
1,06001,06001438140,20,14,0,0,0,0,0
1,06001,06001438140A,20,14,0,0,0,0,0
1,06001,06001438200,20,14,0,0,0,0,0
1,06001,06001438200A,20,14,11,0,0,4,7
1,06001,06001438300,20,14,0,0,0,0,0
1,06001,06001438300A,20,14,1,0,0,NA,NA
1,06001,06001438500,20,14,1,0,0,NA,NA
1,06001,06001438500A,20,14,5,0,0,NA,NA
1,06001,06001440200,20,14,188,0,0,80,96
1,06001,06001440200A,20,14,1429,0,0,900,400
1,06001,06001440210,20,14,8,0,0,NA,NA
1,06001,06001440210A,20,14,83,0,0,62,15
1,06001,06001440300,20,14,345,0,0,169,143
1,06001,06001440300A,20,14,2591,0,0,1638,726
1,06001,06001440900,20,14,322,0,0,155,149
1,06001,06001440900A,20,14,1691,0,0,1085,451
1,06001,06001441300,20,14,84,0,0,38,42
1,06001,06001441300A,20,14,492,0,0,338,120
1,06001,06001442000,20,14,59,0,0,34,21
1,06001,06001442000A,20,14,331,0,0,211,91
1,06001,06001442200,20,14,137,0,0,59,66
1,06001,06001442200A,20,14,1092,0,0,717,292
1,06001,06001443000,20,14,158,0,0,85,57
1,06001,06001443000A,20,14,817,0,0,568,179
1,06001,06001443100,20,14,387,0,0,215,136
1,06001,06001443100A,20,14,2228,0,0,1478,547
1,06001,06001443500,20,14,355,0,0,231,89
1,06001,06001443500A,20,14,1812,0,0,1294,351
1,06001,06001443700,20,14,30,0,0,10,18
1,06001,06001443700A,20,14,250,0,0,152,70
1,06001,06001443720,20,14,0,0,0,0,0
1,06001,06001443720A,20,14,0,0,0,0,0
1,06001,06001443800,20,14,14,0,0,8,4
1,06001,06001443800A,20,14,206,0,0,136,56
1,06001,06001447010,20,14,0,0,0,0,0
1,06001,06001447010A,20,14,3,0,0,NA,NA
1,06001,06001447020,20,14,0,0,0,0,0
1,06001,06001447020A,20,14,0,0,0,0,0
1,06001,06001447100,20,14,2,0,0,NA,NA
1,06001,06001447100A,20,14,11,0,0,5,3
1,06001,06001447110,20,14,0,0,0,0,0
1,06001,06001447110A,20,14,0,0,0,0,0
1,06001,06001447120,20,14,0,0,0,0,0
1,06001,06001447120A,20,14,0,0,0,0,0
1,06001,06001447200,20,14,98,0,0,50,39
1,06001,06001447200A,20,14,638,0,0,471,112
1,06001,06001447210,20,14,0,0,0,0,0
1,06001,06001447210A,20,14,7,0,0,NA,NA
1,06001,06001447300,20,14,32,0,0,13,15
1,06001,06001447300A,20,14,244,0,0,162,67
1,06001,06001447510,20,14,2,0,0,NA,NA
1,06001,06001447510A,20,14,27,0,0,18,4
1,06001,06001447600,20,14,162,0,0,102,46
1,06001,06001447600A,20,14,1054,0,0,694,261
1,06001,06001447700,20,14,46,0,0,20,20
1,06001,06001447700A,20,14,235,0,0,139,79
1,06001,06001447710,20,14,0,0,0,0,0
1,06001,06001447710A,20,14,0,0,0,0,0
1,06001,06001447730,20,14,4,0,0,NA,NA
1,06001,06001447730A,20,14,49,0,0,21,19
1,06001,06001450200,20,14,124,0,0,59,54
1,06001,06001450200A,20,14,1068,0,0,641,313
1,06001,06001450500,20,14,315,0,0,148,129
1,06001,06001450500A,20,14,1832,0,0,1125,544
1,06001,06001450610,20,12,90,0,0,30,46
1,06001,06001450610A,20,12,667,0,0,390,198
1,06001,06001450620,20,12,0,0,0,0,0
1,06001,06001450620A,20,12,0,0,0,0,0
1,06001,06001450800,20,12,93,0,0,39,46
1,06001,06001450800A,20,12,791,0,0,490,218
1,06001,06001450820,20,12,0,0,0,0,0
1,06001,06001450820A,20,12,2,0,0,NA,NA
1,06001,06001450920,20,12,0,0,0,0,0
1,06001,06001450920A,20,12,0,0,0,0,0
1,06001,06001450930,20,12,1,0,0,NA,NA
1,06001,06001450930A,20,12,1,0,0,NA,NA
1,06001,06001451000,20,12,107,0,0,53,46
1,06001,06001451000A,20,12,685,0,0,421,199
1,06001,06001451600,20,12,205,0,0,101,85
1,06001,06001451600A,20,12,1423,0,0,832,433
1,06001,06001451900,20,12,88,0,0,33,44
1,06001,06001451900A,20,12,760,0,0,434,235
1,06001,06001452400,20,12,407,0,0,205,160
1,06001,06001452400A,20,12,2302,0,0,1486,622
1,06001,06001453200,20,12,4,0,0,NA,NA
1,06001,06001453200A,20,12,17,0,0,11,3
1,06001,06001453300,20,12,60,0,0,36,17
1,06001,06001453300A,20,12,493,0,0,316,121
1,06001,06001453500,20,12,185,0,0,102,68
1,06001,06001453500A,20,12,1349,0,0,811,363
1,06001,06001453600,20,12,55,0,0,35,14
1,06001,06001453600A,20,12,369,0,0,268,57
1,06001,06001453900,20,14,36,0,0,16,18
1,06001,06001453900A,20,14,332,0,0,218,88
1,06001,06001453920,20,14,98,0,0,57,30
1,06001,06001453920A,20,14,487,0,0,335,104
1,06001,06001453940,20,14,114,0,0,52,38
1,06001,06001453940A,20,14,676,0,0,443,166
1,06001,06001454100,20,12,4,0,0,NA,NA
1,06001,06001454100A,20,12,59,0,0,46,8
1,06001,06001454220,20,14,7,0,0,NA,NA
1,06001,06001454220A,20,14,34,0,0,18,13
1,06001,06001454500,20,14,112,0,0,55,43
1,06001,06001454500A,20,14,562,0,0,367,137
1,06001,06001454510,20,14,0,0,0,0,0
1,06001,06001454510A,20,14,0,0,0,0,0
1,06001,06001454520,20,12,4,0,0,NA,NA
1,06001,06001454520A,20,12,1,0,0,NA,NA
1,06001,06001454600,20,12,0,0,0,0,0
1,06001,06001454600A,20,12,0,0,0,0,0
